date_time,Transaction,Item,period_day,weekday_weekend
30-10-2016 12:33,54,Bread,afternoon,weekend
30-10-2016 12:38,55,Frittata,afternoon,weekend
30-10-2016 12:38,55,Coffee,afternoon,weekend
30-10-2016 12:38,55,Tea,afternoon,weekend
30-10-2016 12:38,55,Hearty & Seasonal,afternoon,weekend
30-10-2016 12:39,56,Coffee,afternoon,weekend
30-10-2016 12:39,56,Frittata,afternoon,weekend
30-10-2016 12:45,57,Scandinavian,afternoon,weekend
30-10-2016 12:59,58,Victorian Sponge,afternoon,weekend
30-10-2016 12:59,58,Hot chocolate,afternoon,weekend
30-10-2016 12:59,58,Tea,afternoon,weekend
30-10-2016 12:59,58,Soup,afternoon,weekend
30-10-2016 13:02,59,Tea,afternoon,weekend
30-10-2016 13:14,60,Cookies,afternoon,weekend
30-10-2016 13:14,60,Coffee,afternoon,weekend
30-10-2016 13:14,60,Juice,afternoon,weekend
30-10-2016 13:14,60,Coffee,afternoon,weekend
30-10-2016 13:15,61,Coffee,afternoon,weekend
30-10-2016 13:24,62,Pick and Mix Bowls,afternoon,weekend
30-10-2016 13:24,62,Hearty & Seasonal,afternoon,weekend
30-10-2016 13:24,62,Hearty & Seasonal,afternoon,weekend
30-10-2016 13:24,62,Coffee,afternoon,weekend
30-10-2016 13:24,62,Smoothies,afternoon,weekend
30-10-2016 13:24,62,Coffee,afternoon,weekend
30-10-2016 13:33,63,Coffee,afternoon,weekend
30-10-2016 13:34,64,Cake,afternoon,weekend
30-10-2016 13:37,65,Tartine,afternoon,weekend
30-10-2016 13:37,65,Mighty Protein,afternoon,weekend
30-10-2016 13:37,65,Tea,afternoon,weekend
30-10-2016 13:37,65,Coffee,afternoon,weekend
30-10-2016 13:40,66,Hearty & Seasonal,afternoon,weekend
30-10-2016 13:40,66,Frittata,afternoon,weekend
30-10-2016 13:40,66,Mineral water,afternoon,weekend
30-10-2016 13:46,67,Hearty & Seasonal,afternoon,weekend
30-10-2016 13:46,67,Mineral water,afternoon,weekend
30-10-2016 13:46,67,Muffin,afternoon,weekend
30-10-2016 13:49,68,Frittata,afternoon,weekend
30-10-2016 13:49,68,Coffee,afternoon,weekend
30-10-2016 13:49,68,Tea,afternoon,weekend
30-10-2016 13:49,68,Scandinavian,afternoon,weekend
30-10-2016 13:49,68,Chicken sand,afternoon,weekend
30-10-2016 13:51,69,Bread,afternoon,weekend
30-10-2016 13:51,69,Tea,afternoon,weekend
30-10-2016 13:51,69,Victorian Sponge,afternoon,weekend
30-10-2016 13:54,70,Fudge,afternoon,weekend
30-10-2016 13:56,71,Muffin,afternoon,weekend
30-10-2016 14:21,72,Coffee,afternoon,weekend
30-10-2016 14:21,72,Bread,afternoon,weekend
30-10-2016 14:22,73,Bread,afternoon,weekend
30-10-2016 14:24,74,Coffee,afternoon,weekend
30-10-2016 14:24,74,Bread,afternoon,weekend
30-10-2016 14:32,75,Jam,afternoon,weekend
30-10-2016 14:32,75,Frittata,afternoon,weekend
30-10-2016 14:32,76,Coffee,afternoon,weekend
30-10-2016 14:35,77,Scandinavian,afternoon,weekend
30-10-2016 14:42,78,Fudge,afternoon,weekend
30-10-2016 14:45,79,Fudge,afternoon,weekend
30-10-2016 14:45,79,Tea,afternoon,weekend
30-10-2016 14:45,79,Coffee,afternoon,weekend
30-10-2016 14:45,79,Muffin,afternoon,weekend
30-10-2016 14:48,80,Frittata,afternoon,weekend
30-10-2016 14:48,80,Bread,afternoon,weekend
30-10-2016 14:48,80,Coffee,afternoon,weekend
31-10-2016 08:28,81,Coffee,morning,weekday
31-10-2016 08:28,81,Cake,morning,weekday
31-10-2016 08:47,82,Tartine,morning,weekday
31-10-2016 08:47,82,Bread,morning,weekday
31-10-2016 08:57,83,Coffee,morning,weekday
31-10-2016 08:57,83,Bread,morning,weekday
31-10-2016 09:04,84,Bread,morning,weekday
31-10-2016 09:10,85,Coffee,morning,weekday
31-10-2016 09:10,85,Coffee,morning,weekday
31-10-2016 09:10,85,Pastry,morning,weekday
31-10-2016 09:10,85,Medialuna,morning,weekday
31-10-2016 09:11,86,Juice,morning,weekday
31-10-2016 09:12,87,Bread,morning,weekday
31-10-2016 09:16,88,Coffee,morning,weekday
31-10-2016 09:16,88,Coffee,morning,weekday
31-10-2016 09:16,88,Jam,morning,weekday
31-10-2016 09:19,89,Bread,morning,weekday
31-10-2016 09:20,90,Bread,morning,weekday
31-10-2016 09:20,90,Coffee,morning,weekday
31-10-2016 09:22,91,Tea,morning,weekday
31-10-2016 09:27,92,Coffee,morning,weekday
31-10-2016 09:29,93,Bread,morning,weekday
31-10-2016 09:29,93,Coke,morning,weekday
31-10-2016 09:39,94,Coffee,morning,weekday
31-10-2016 09:39,94,Coffee,morning,weekday
31-10-2016 09:43,95,Tea,morning,weekday
31-10-2016 09:43,95,Pastry,morning,weekday
31-10-2016 09:43,95,Farm House,morning,weekday
31-10-2016 09:46,96,Pastry,morning,weekday
31-10-2016 09:46,96,Pastry,morning,weekday
31-10-2016 09:46,96,Coffee,morning,weekday
31-10-2016 09:46,96,Juice,morning,weekday
31-10-2016 09:51,97,Coffee,morning,weekday
31-10-2016 09:51,97,Pastry,morning,weekday
31-10-2016 09:51,97,Juice,morning,weekday
31-10-2016 09:52,98,Farm House,morning,weekday
31-10-2016 09:56,99,Pastry,morning,weekday
31-10-2016 09:56,99,Pastry,morning,weekday
31-10-2016 09:56,99,Coffee,morning,weekday
31-10-2016 09:56,99,Bread,morning,weekday
31-10-2016 09:58,100,Bread,morning,weekday
31-10-2016 10:04,101,Coffee,morning,weekday
31-10-2016 10:04,101,Pastry,morning,weekday
31-10-2016 10:04,102,Farm House,morning,weekday
31-10-2016 10:07,103,Bread,morning,weekday
31-10-2016 10:12,104,Coffee,morning,weekday
31-10-2016 10:12,104,Coffee,morning,weekday
31-10-2016 10:12,104,Medialuna,morning,weekday
31-10-2016 10:12,104,Muffin,morning,weekday
31-10-2016 10:12,104,Coffee,morning,weekday
31-10-2016 10:21,105,Coffee,morning,weekday
31-10-2016 10:21,105,Tea,morning,weekday
31-10-2016 10:21,105,Cake,morning,weekday
31-10-2016 10:24,106,Coffee,morning,weekday
31-10-2016 10:24,106,Coffee,morning,weekday
31-10-2016 10:24,106,Pastry,morning,weekday
31-10-2016 10:24,106,Pastry,morning,weekday
31-10-2016 10:27,107,Coffee,morning,weekday
31-10-2016 10:27,107,Tea,morning,weekday
31-10-2016 10:31,108,Farm House,morning,weekday
31-10-2016 10:31,108,Muffin,morning,weekday
31-10-2016 10:35,109,Bread,morning,weekday
31-10-2016 10:35,109,Muffin,morning,weekday
31-10-2016 10:35,109,Pastry,morning,weekday
31-10-2016 10:36,110,Pastry,morning,weekday
31-10-2016 10:38,111,Coffee,morning,weekday
31-10-2016 10:59,112,Coffee,morning,weekday
31-10-2016 11:02,113,Coffee,morning,weekday
31-10-2016 11:02,113,Cake,morning,weekday
31-10-2016 11:05,114,Farm House,morning,weekday
31-10-2016 11:08,115,Bread,morning,weekday
31-10-2016 11:11,116,Coffee,morning,weekday
31-10-2016 11:13,117,Cookies,morning,weekday
31-10-2016 11:13,117,Cake,morning,weekday
31-10-2016 11:13,117,Coffee,morning,weekday
31-10-2016 11:13,117,My-5 Fruit Shoot,morning,weekday
31-10-2016 11:18,118,Cookies,morning,weekday
31-10-2016 11:18,118,Cookies,morning,weekday
31-10-2016 11:18,118,Tea,morning,weekday
31-10-2016 11:18,118,Pastry,morning,weekday
31-10-2016 11:25,119,Coffee,morning,weekday
31-10-2016 11:25,119,Coffee,morning,weekday
31-10-2016 11:25,119,Muffin,morning,weekday
31-10-2016 11:29,120,Farm House,morning,weekday
31-10-2016 11:30,121,Coffee,morning,weekday
31-10-2016 11:30,121,Bread,morning,weekday
31-10-2016 11:37,122,Cookies,morning,weekday
31-10-2016 11:42,123,Jam,morning,weekday
31-10-2016 11:42,123,Coffee,morning,weekday
31-10-2016 11:42,123,Coffee,morning,weekday
31-10-2016 11:42,123,Juice,morning,weekday
31-10-2016 11:43,124,Coffee,morning,weekday
31-10-2016 11:43,124,Soup,morning,weekday
31-10-2016 11:47,125,Tea,morning,weekday
31-10-2016 11:52,126,Coffee,morning,weekday
31-10-2016 11:52,126,Jam,morning,weekday
31-10-2016 11:53,127,Farm House,morning,weekday
31-10-2016 11:55,128,Tartine,morning,weekday
31-10-2016 11:55,128,Coffee,morning,weekday
31-10-2016 11:55,128,Tea,morning,weekday
31-10-2016 11:59,129,Coffee,morning,weekday
31-10-2016 11:59,129,Coffee,morning,weekday
31-10-2016 11:59,129,Cake,morning,weekday
31-10-2016 12:03,130,Coffee,afternoon,weekday
31-10-2016 12:03,130,Coffee,afternoon,weekday
31-10-2016 12:03,130,Muffin,afternoon,weekday
31-10-2016 12:08,131,Bread,afternoon,weekday
31-10-2016 12:08,131,Coffee,afternoon,weekday
31-10-2016 12:14,132,Tea,afternoon,weekday
31-10-2016 12:14,132,Juice,afternoon,weekday
31-10-2016 12:14,132,Pick and Mix Bowls,afternoon,weekday
31-10-2016 12:14,132,Cookies,afternoon,weekday
31-10-2016 12:16,133,Hearty & Seasonal,afternoon,weekday
31-10-2016 12:16,133,Soup,afternoon,weekday
31-10-2016 12:19,134,Hearty & Seasonal,afternoon,weekday
31-10-2016 12:19,134,Tea,afternoon,weekday
31-10-2016 12:19,134,Farm House,afternoon,weekday
31-10-2016 12:20,135,Bread,afternoon,weekday
31-10-2016 12:27,136,Tea,afternoon,weekday
31-10-2016 12:27,136,Soup,afternoon,weekday
31-10-2016 12:37,137,Farm House,afternoon,weekday
31-10-2016 12:43,138,Soup,afternoon,weekday
31-10-2016 12:43,138,Hearty & Seasonal,afternoon,weekday
31-10-2016 12:43,138,Coffee,afternoon,weekday
31-10-2016 12:50,139,Bread,afternoon,weekday
31-10-2016 12:50,139,Muffin,afternoon,weekday
31-10-2016 12:50,139,Hearty & Seasonal,afternoon,weekday
31-10-2016 12:53,140,Coffee,afternoon,weekday
31-10-2016 12:53,140,Coffee,afternoon,weekday
31-10-2016 12:53,140,Cookies,afternoon,weekday
31-10-2016 12:54,141,Bread,afternoon,weekday
31-10-2016 12:56,142,Tea,afternoon,weekday
31-10-2016 12:56,142,Muffin,afternoon,weekday
31-10-2016 12:59,143,Tea,afternoon,weekday
31-10-2016 13:02,144,Soup,afternoon,weekday
31-10-2016 13:02,144,Hearty & Seasonal,afternoon,weekday
31-10-2016 13:05,145,Coffee,afternoon,weekday
31-10-2016 13:05,145,Tea,afternoon,weekday
31-10-2016 13:05,145,Focaccia,afternoon,weekday
31-10-2016 13:08,146,Sandwich,afternoon,weekday
31-10-2016 13:09,147,Tartine,afternoon,weekday
31-10-2016 13:09,147,Coffee,afternoon,weekday
31-10-2016 13:21,148,Fudge,afternoon,weekday
31-10-2016 13:21,148,Coffee,afternoon,weekday
31-10-2016 13:21,148,Coffee,afternoon,weekday
31-10-2016 13:26,149,Coffee,afternoon,weekday
31-10-2016 13:31,150,Bread,afternoon,weekday
31-10-2016 13:50,151,Coke,afternoon,weekday
31-10-2016 13:50,151,Soup,afternoon,weekday
31-10-2016 13:51,152,Muffin,afternoon,weekday
31-10-2016 13:55,153,Tea,afternoon,weekday
31-10-2016 13:55,153,Coffee,afternoon,weekday
31-10-2016 13:55,153,Cookies,afternoon,weekday
31-10-2016 13:55,153,Muffin,afternoon,weekday
31-10-2016 14:00,154,Mighty Protein,afternoon,weekday
31-10-2016 14:00,154,Hearty & Seasonal,afternoon,weekday
31-10-2016 14:00,154,Coffee,afternoon,weekday
31-10-2016 14:00,154,Coke,afternoon,weekday
31-10-2016 14:01,155,Tea,afternoon,weekday
31-10-2016 14:01,155,Muffin,afternoon,weekday
31-10-2016 14:01,155,Sandwich,afternoon,weekday
31-10-2016 14:04,156,Coffee,afternoon,weekday
31-10-2016 14:04,156,Muffin,afternoon,weekday
31-10-2016 14:05,157,Coffee,afternoon,weekday
31-10-2016 14:05,157,Bread,afternoon,weekday
31-10-2016 14:20,158,Coffee,afternoon,weekday
31-10-2016 14:20,158,Muffin,afternoon,weekday
31-10-2016 14:22,159,Bread,afternoon,weekday
31-10-2016 14:22,159,Hot chocolate,afternoon,weekday
31-10-2016 14:22,159,Cookies,afternoon,weekday
31-10-2016 14:35,160,Mineral water,afternoon,weekday
31-10-2016 14:35,160,Muffin,afternoon,weekday
31-10-2016 14:42,161,Tea,afternoon,weekday
31-10-2016 14:44,162,Muffin,afternoon,weekday
31-10-2016 14:47,163,Coffee,afternoon,weekday
31-10-2016 14:47,163,Juice,afternoon,weekday
31-10-2016 14:47,164,Coffee,afternoon,weekday
31-10-2016 14:47,164,Muffin,afternoon,weekday
31-10-2016 14:48,165,Tea,afternoon,weekday
31-10-2016 14:49,166,Coffee,afternoon,weekday
31-10-2016 14:49,166,Muffin,afternoon,weekday
31-10-2016 14:50,167,Sandwich,afternoon,weekday
31-10-2016 14:50,167,Hearty & Seasonal,afternoon,weekday
31-10-2016 14:50,167,Bread,afternoon,weekday
31-10-2016 14:50,167,Mineral water,afternoon,weekday
31-10-2016 14:56,168,Tea,afternoon,weekday
31-10-2016 14:56,168,Coffee,afternoon,weekday
31-10-2016 15:05,169,Mineral water,afternoon,weekday
31-10-2016 15:16,170,Coffee,afternoon,weekday
31-10-2016 15:20,171,Soup,afternoon,weekday
31-10-2016 15:20,171,Tea,afternoon,weekday
31-10-2016 17:06,172,Bread,evening,weekday
31-10-2016 17:06,172,Coffee,evening,weekday
31-10-2016 17:08,173,Bread,evening,weekday
31-10-2016 17:08,173,Muffin,evening,weekday
31-10-2016 17:40,174,Coffee,evening,weekday
31-10-2016 17:49,175,Bread,evening,weekday
31-10-2016 18:22,176,Cookies,evening,weekday
31-10-2016 18:22,176,Coffee,evening,weekday
1/11/2016 7:51,178,Coffee,morning,weekday
1/11/2016 7:51,178,Pastry,morning,weekday
1/11/2016 8:20,179,Coffee,morning,weekday
1/11/2016 8:20,179,Pastry,morning,weekday
1/11/2016 8:22,180,Jam,morning,weekday
1/11/2016 8:22,180,Tea,morning,weekday
1/11/2016 8:45,181,Tea,morning,weekday
1/11/2016 8:45,181,Tea,morning,weekday
1/11/2016 9:07,182,Pastry,morning,weekday
1/11/2016 9:07,182,Pastry,morning,weekday
1/11/2016 9:07,182,Ella's Kitchen Pouches,morning,weekday
1/11/2016 9:09,183,Pastry,morning,weekday
1/11/2016 9:26,184,Farm House,morning,weekday
1/11/2016 9:26,184,Tea,morning,weekday
1/11/2016 9:29,185,Tea,morning,weekday
1/11/2016 9:29,185,Victorian Sponge,morning,weekday
1/11/2016 9:43,186,Tea,morning,weekday
1/11/2016 9:43,186,Pastry,morning,weekday
1/11/2016 10:02,187,Bread,morning,weekday
1/11/2016 10:04,188,Coffee,morning,weekday
1/11/2016 10:29,189,Bread,morning,weekday
1/11/2016 10:29,189,Coffee,morning,weekday
1/11/2016 10:34,190,Coffee,morning,weekday
1/11/2016 10:34,190,Pastry,morning,weekday
1/11/2016 10:34,190,Pastry,morning,weekday
1/11/2016 10:50,191,Soup,morning,weekday
1/11/2016 10:50,191,Tea,morning,weekday
1/11/2016 10:56,192,Bread,morning,weekday
1/11/2016 11:00,193,Coffee,morning,weekday
1/11/2016 11:04,194,Bread,morning,weekday
1/11/2016 11:04,194,Bread,morning,weekday
1/11/2016 11:06,195,Bread,morning,weekday
1/11/2016 11:06,195,Scandinavian,morning,weekday
1/11/2016 11:08,196,Bread,morning,weekday
1/11/2016 11:08,196,Cake,morning,weekday
1/11/2016 11:08,196,Cookies,morning,weekday
1/11/2016 11:10,197,Coffee,morning,weekday
1/11/2016 11:10,197,Coffee,morning,weekday
1/11/2016 11:10,197,Tea,morning,weekday
1/11/2016 11:11,198,Coffee,morning,weekday
1/11/2016 11:11,198,Cookies,morning,weekday
1/11/2016 11:13,199,Coffee,morning,weekday
1/11/2016 11:16,200,Bread,morning,weekday
1/11/2016 11:22,201,Coffee,morning,weekday
1/11/2016 11:22,201,Pastry,morning,weekday
1/11/2016 11:23,202,Coffee,morning,weekday
1/11/2016 11:23,202,Coffee,morning,weekday
1/11/2016 11:25,203,Coffee,morning,weekday
1/11/2016 11:30,204,Scandinavian,morning,weekday
1/11/2016 11:30,204,Bread,morning,weekday
1/11/2016 11:49,205,Coffee,morning,weekday
1/11/2016 11:49,205,Coffee,morning,weekday
1/11/2016 11:49,205,Pastry,morning,weekday
1/11/2016 11:54,206,Scandinavian,morning,weekday
1/11/2016 11:54,206,Coffee,morning,weekday
1/11/2016 11:54,206,Pastry,morning,weekday
1/11/2016 12:03,207,Hearty & Seasonal,afternoon,weekday
1/11/2016 12:03,207,Coffee,afternoon,weekday
1/11/2016 12:03,207,Muffin,afternoon,weekday
1/11/2016 12:10,208,Bread,afternoon,weekday
1/11/2016 12:10,209,Coffee,afternoon,weekday
1/11/2016 12:12,210,Scandinavian,afternoon,weekday
1/11/2016 12:15,211,Soup,afternoon,weekday
1/11/2016 12:15,211,Coffee,afternoon,weekday
1/11/2016 12:20,212,Coffee,afternoon,weekday
1/11/2016 12:20,212,Cookies,afternoon,weekday
1/11/2016 12:20,212,Tartine,afternoon,weekday
1/11/2016 12:22,213,Bread,afternoon,weekday
1/11/2016 12:26,214,Bread,afternoon,weekday
1/11/2016 12:26,214,Tea,afternoon,weekday
1/11/2016 12:26,214,Tea,afternoon,weekday
1/11/2016 12:30,215,Pastry,afternoon,weekday
1/11/2016 12:30,215,Coffee,afternoon,weekday
1/11/2016 12:31,216,Tartine,afternoon,weekday
1/11/2016 12:31,216,Coffee,afternoon,weekday
1/11/2016 12:33,217,Bread,afternoon,weekday
1/11/2016 12:33,217,Cookies,afternoon,weekday
1/11/2016 12:37,218,Sandwich,afternoon,weekday
1/11/2016 12:41,219,Tartine,afternoon,weekday
1/11/2016 12:49,220,Bread,afternoon,weekday
1/11/2016 12:49,220,Pastry,afternoon,weekday
1/11/2016 12:53,221,Bread,afternoon,weekday
1/11/2016 12:53,221,Scandinavian,afternoon,weekday
1/11/2016 13:08,222,Scandinavian,afternoon,weekday
1/11/2016 13:11,223,Alfajores,afternoon,weekday
1/11/2016 13:11,223,Coffee,afternoon,weekday
1/11/2016 13:15,224,Coffee,afternoon,weekday
1/11/2016 13:19,225,Coffee,afternoon,weekday
1/11/2016 13:19,225,Coke,afternoon,weekday
1/11/2016 13:19,225,Soup,afternoon,weekday
1/11/2016 13:21,226,Cake,afternoon,weekday
1/11/2016 13:31,227,Tea,afternoon,weekday
1/11/2016 13:31,227,Sandwich,afternoon,weekday
1/11/2016 13:31,227,Soup,afternoon,weekday
1/11/2016 13:33,228,Coffee,afternoon,weekday
1/11/2016 13:37,229,Hearty & Seasonal,afternoon,weekday
1/11/2016 13:37,229,Bread,afternoon,weekday
1/11/2016 13:41,230,Alfajores,afternoon,weekday
1/11/2016 13:45,231,Cake,afternoon,weekday
1/11/2016 14:10,232,Tea,afternoon,weekday
1/11/2016 14:10,232,Tea,afternoon,weekday
1/11/2016 14:10,232,Bread,afternoon,weekday
1/11/2016 14:13,233,Coffee,afternoon,weekday
1/11/2016 14:13,233,Tea,afternoon,weekday
1/11/2016 14:13,233,Bread,afternoon,weekday
1/11/2016 14:13,233,Soup,afternoon,weekday
1/11/2016 14:14,234,Coffee,afternoon,weekday
1/11/2016 14:14,234,Coffee,afternoon,weekday
1/11/2016 14:18,235,Scandinavian,afternoon,weekday
1/11/2016 14:22,236,Fudge,afternoon,weekday
1/11/2016 14:25,237,Coffee,afternoon,weekday
1/11/2016 14:25,237,Sandwich,afternoon,weekday
1/11/2016 14:37,238,Tea,afternoon,weekday
1/11/2016 14:37,238,Bread,afternoon,weekday
1/11/2016 14:37,238,Cookies,afternoon,weekday
1/11/2016 14:37,238,Pastry,afternoon,weekday
1/11/2016 14:37,239,Muffin,afternoon,weekday
1/11/2016 14:42,240,Scandinavian,afternoon,weekday
1/11/2016 14:54,241,Jam,afternoon,weekday
1/11/2016 14:54,241,Tea,afternoon,weekday
1/11/2016 15:02,242,Juice,afternoon,weekday
1/11/2016 15:02,242,Tea,afternoon,weekday
1/11/2016 15:02,242,Alfajores,afternoon,weekday
1/11/2016 15:18,243,Cake,afternoon,weekday
1/11/2016 15:18,243,Muffin,afternoon,weekday
1/11/2016 15:18,243,Coffee,afternoon,weekday
1/11/2016 15:18,243,Soup,afternoon,weekday
1/11/2016 15:33,244,Hot chocolate,afternoon,weekday
1/11/2016 15:33,244,Cake,afternoon,weekday
1/11/2016 15:33,244,Coffee,afternoon,weekday
1/11/2016 15:37,245,Cake,afternoon,weekday
1/11/2016 15:37,245,Cookies,afternoon,weekday
1/11/2016 15:48,246,Tea,afternoon,weekday
1/11/2016 15:48,246,Bread,afternoon,weekday
1/11/2016 16:07,247,Alfajores,afternoon,weekday
1/11/2016 16:07,247,Coffee,afternoon,weekday
1/11/2016 16:07,247,Coffee,afternoon,weekday
1/11/2016 16:07,247,Coffee,afternoon,weekday
1/11/2016 16:07,247,Juice,afternoon,weekday
1/11/2016 16:08,248,Coffee,afternoon,weekday
1/11/2016 16:08,248,Tea,afternoon,weekday
1/11/2016 16:08,248,Soup,afternoon,weekday
1/11/2016 16:10,249,Hot chocolate,afternoon,weekday
1/11/2016 16:10,250,Cookies,afternoon,weekday
1/11/2016 16:26,251,Coffee,afternoon,weekday
1/11/2016 16:26,251,Medialuna,afternoon,weekday
1/11/2016 16:28,252,Bread,afternoon,weekday
1/11/2016 16:28,252,Eggs,afternoon,weekday
1/11/2016 17:46,253,Scandinavian,evening,weekday
1/11/2016 18:43,254,Medialuna,evening,weekday
2/11/2016 8:02,255,Coffee,morning,weekday
2/11/2016 8:02,255,Coffee,morning,weekday
2/11/2016 8:02,255,Pastry,morning,weekday
2/11/2016 8:05,256,Coffee,morning,weekday
2/11/2016 8:05,256,Bread,morning,weekday
2/11/2016 8:07,257,Bread,morning,weekday
2/11/2016 8:07,257,Coffee,morning,weekday
2/11/2016 8:07,257,Pastry,morning,weekday
2/11/2016 8:08,258,Coffee,morning,weekday
2/11/2016 8:08,258,Pastry,morning,weekday
2/11/2016 8:11,259,Pastry,morning,weekday
2/11/2016 8:12,260,Coffee,morning,weekday
2/11/2016 8:12,261,Coffee,morning,weekday
2/11/2016 8:29,262,Coffee,morning,weekday
2/11/2016 8:29,262,Hot chocolate,morning,weekday
